AnimalId,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A673602,,01/03/2014 13:58,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Cream Tabby
A703799,Sunny,25/09/2015 09:55,Adoption,Foster,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Torbie
A608937,Muneca,05/09/2014 11:07,Return_to_owner,,Dog,Spayed Female,3 years,Pit Bull Mix,Brown Brindle/White
A681796,,26/06/2014 15:15,Transfer,Partner,Dog,Intact Female,2 years,Australian Cattle Dog Mix,Red Tick
A705579,Beckman,16/07/2015 17:23,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Blue Tabby
A703165,,19/07/2015 19:30,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A706461,Squid,27/09/2015 12:16,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown
A699554,Dewey 2,01/04/2015 13:31,Transfer,Partner,Dog,Intact Male,2 years,Lhasa Apso Mix,Gray/White
A704592,Doshia,14/06/2015 19:00,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
A703482,Holly,28/05/2015 17:56,Return_to_owner,,Dog,Spayed Female,2 years,Beagle Mix,White/Red
A677048,,19/04/2014 17:32,Transfer,SCRP,Cat,Unknown,6 months,Domestic Shorthair Mix,Black
A663987,Dodie,03/10/2013 17:45,Adoption,,Dog,Spayed Female,10 months,Pit Bull Mix,Blue
A692468,Tony,30/11/2014 12:15,Transfer,Partner,Dog,Neutered Male,3 years,Chihuahua Shorthair/Dachshund,Brown/White
A687302,Rusty,09/09/2014 09:53,Euthanasia,Aggressive,Dog,Neutered Male,3 years,Australian Cattle Dog,Black/Tan
A683077,Juan,11/07/2014 15:35,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,White
A700995,Zeppelin,22/04/2015 14:15,Return_to_owner,,Dog,Neutered Male,2 years,Great Pyrenees Mix,White/Buff
A690004,,13/10/2014 09:00,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black Smoke
A664069,,05/10/2013 16:57,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Blue
A694073,Nala,21/12/2014 18:02,Return_to_owner,,Dog,Spayed Female,1 year,Golden Retriever Mix,Red
A691465,River,16/02/2015 12:33,Adoption,,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
A688208,Blynken,23/09/2014 12:43,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White
A694346,Finn,30/12/2014 17:37,Adoption,,Dog,Neutered Male,2 months,Doberman Pinsch Mix,Chocolate/Tan
A683548,Deebs,29/07/2014 19:08,Adoption,,Cat,Neutered Male,8 years,Domestic Shorthair Mix,Black
A719880,,02/02/2016 19:16,Transfer,SCRP,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby/White
A714040,Martie,22/10/2015 18:24,Transfer,Partner,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tricolor
A684975,Harley,16/08/2014 10:15,Euthanasia,Aggressive,Dog,Intact Male,6 years,German Shepherd/Chow Chow,Brown/Black
A701236,Jack,10/05/2015 14:34,Transfer,Partner,Dog,Intact Male,1 year,Pit Bull Mix,Black/White
A696682,Baretta,10/02/2015 13:14,Return_to_owner,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black/Brown
A699901,Lily,06/04/2015 11:07,Return_to_owner,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White/Buff
A707508,Gazul,16/07/2015 17:46,Return_to_owner,,Dog,Neutered Male,2 years,Australian Cattle Dog/Chow Chow,White/Tan
A680182,Brian,03/06/2014 14:41,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby
A686899,,01/09/2014 16:23,Transfer,Partner,Dog,Neutered Male,2 months,American Bulldog Mix,White
A662863,Lacy,28/10/2013 14:59,Transfer,Partner,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Black/White
A672241,Sly,15/03/2014 15:55,Transfer,Partner,Dog,Neutered Male,11 months,Dogo Argentino Mix,White
A691692,Zoey,08/11/2014 11:28,Return_to_owner,,Dog,Spayed Female,4 years,Pit Bull Mix,Tan/White
A693751,,15/12/2014 09:00,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Blue/White
A684426,Lunchbox,27/07/2014 17:00,Adoption,,Dog,Spayed Female,2 years,Basset Hound Mix,White/Black
A679650,,24/05/2014 14:05,Transfer,Partner,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,White
A703426,Leo,25/08/2015 08:38,Adoption,Foster,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby
A671374,,24/01/2014 14:29,Transfer,SCRP,Cat,Intact Male,5 months,Domestic Shorthair Mix,Black
A713700,,11/10/2015 14:18,Euthanasia,Suffering,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White
A650908,Janna,17/07/2014 14:47,Adoption,Foster,Dog,Spayed Female,1 year,Boxer/Redbone Hound,Brown/Red
A669060,,16/12/2013 14:37,Transfer,SCRP,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby
A686639,Pepper,12/09/2014 12:06,Return_to_owner,,Cat,Spayed Female,13 years,Domestic Shorthair Mix,Torbie
A674126,Michael,16/03/2014 15:14,Transfer,Partner,Dog,Neutered Male,1 year,Dachshund Mix,Black/Tan
A708148,Brody,11/08/2015 16:45,Adoption,,Dog,Neutered Male,2 years,German Shepherd Mix,Black/Brown
A664921,Pookie,15/11/2013 15:21,Transfer,Partner,Dog,Spayed Female,5 months,Labrador Retriever Mix,Black/White
A667383,Olympus,23/11/2013 15:09,Adoption,,Dog,Neutered Male,2 months,Pit Bull Mix,White/Tan
A674047,Osiris,10/03/2014 18:51,Adoption,,Dog,Neutered Male,2 months,German Shepherd Mix,Brown/Black
A666894,Aidan,16/12/2013 12:16,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A687460,Smokey,23/06/2015 17:43,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever/Plott Hound,Brown Brindle
A677908,Rainey,08/05/2014 13:56,Transfer,SCRP,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Calico
A687558,,29/09/2014 18:15,Died,In Kennel,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby
A668416,Romeo,11/12/2013 18:56,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever Mix,White/Tan
A714864,Kiki,18/11/2015 19:30,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby/White
A711005,Chesnut,03/09/2015 18:09,Adoption,,Dog,Spayed Female,1 year,Chihuahua Longhair Mix,Brown/Black
A679200,Curly Sue,27/05/2014 17:16,Adoption,,Dog,Spayed Female,1 year,Belgian Malinois Mix,Brown/White
A719633,,30/01/2016 18:54,Transfer,SCRP,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby
A673174,Mimi,03/03/2014 17:42,Adoption,,Dog,Intact Female,6 years,English Bulldog,White/Brown Brindle
A629737,Umi,17/12/2015 15:37,Adoption,Foster,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby
A668737,Harley,15/11/2014 13:53,Adoption,,Dog,Neutered Male,1 year,Jack Russell Terrier Mix,Brown/White
A709136,Toothless,21/10/2015 13:34,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A709588,Eddie,19/11/2015 17:40,Return_to_owner,,Dog,Neutered Male,9 years,Collie Rough Mix,Brown
A702662,Poppy,18/07/2015 20:16,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A712630,Cookie,29/09/2015 18:34,Adoption,,Dog,Neutered Male,2 years,Havanese Mix,Brown/Buff
A716510,Bella,23/11/2015 18:10,Return_to_owner,,Dog,Spayed Female,2 years,Pit Bull Mix,Red
A312005,Harold,18/10/2014 16:32,Adoption,,Cat,Neutered Male,13 years,Siamese Mix,Lilac Point
A685543,Justin,14/08/2014 18:57,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A684341,Apple,23/07/2014 14:35,Transfer,Partner,Cat,Intact Female,4 weeks,Snowshoe Mix,Seal Point
A607134,Compadre,08/01/2015 11:42,Return_to_owner,,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Brown
A671649,Chupychu,18/05/2014 14:58,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black
A656477,Bowser,27/03/2014 14:03,Euthanasia,Behavior,Dog,Neutered Male,4 years,Rottweiler Mix,Chocolate/Tan
A689697,Remy,04/12/2014 17:21,Transfer,Partner,Dog,Neutered Male,9 months,Labrador Retriever/Pit Bull,Black/White
A673654,Jill,26/03/2014 15:51,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Brown
A699945,Daisy,08/04/2015 17:02,Adoption,,Dog,Spayed Female,2 years,Miniature Poodle Mix,White
A696035,Hank,30/01/2015 19:27,Return_to_owner,,Dog,Intact Male,4 months,Pit Bull Mix,Chocolate/White
A690165,Rudy,15/04/2015 07:39,Adoption,Foster,Dog,Neutered Male,3 years,Plott Hound Mix,Brown
A697790,,24/04/2015 17:25,Adoption,Foster,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Black/White
A718442,,03/01/2016 09:37,Euthanasia,Suffering,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Blue
A708859,Sassy,02/08/2015 12:20,Return_to_owner,,Dog,Spayed Female,3 years,Pit Bull/Chinese Sharpei,White/Black
A683870,,05/09/2014 07:53,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie/White
A707698,,17/07/2015 09:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby/White
A707562,,15/07/2015 09:00,Transfer,SCRP,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue Tabby/White
A677321,Murphy,01/05/2014 13:34,Return_to_owner,,Dog,Intact Male,8 years,Chow Chow/Labrador Retriever,Red
A670171,Ringo,20/01/2014 13:17,Transfer,Partner,Dog,Neutered Male,6 years,Basset Hound,Tricolor
A706079,,30/06/2015 16:38,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Brown Tabby
A718096,Chips,01/01/2016 14:47,Return_to_owner,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown/White
A468026,Junie,22/12/2013 17:53,Return_to_owner,,Dog,Spayed Female,7 years,Pit Bull Mix,Black Brindle/White
A703070,Banjo,21/05/2015 11:07,Return_to_owner,,Dog,Intact Male,4 years,Blue Lacy Mix,Blue/White
A709677,Coco,17/08/2015 18:20,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair/Boston Terrier,Black/White
A672150,Daisy,13/02/2014 17:33,Return_to_owner,,Dog,Spayed Female,6 months,Chihuahua Shorthair Mix,Black/White
A704782,Frogger,30/07/2015 11:03,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A682303,,11/07/2014 14:06,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White
A703461,Tramp,29/05/2015 15:34,Transfer,Partner,Dog,Intact Male,1 year,Miniature Schnauzer Mix,Brown/Black
A677785,May,09/07/2014 12:38,Transfer,Partner,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Buff/White
A681060,,16/06/2014 12:02,Transfer,Partner,Dog,Intact Female,3 months,Labrador Retriever Mix,Yellow
A687000,Prince,31/08/2014 15:00,Adoption,,Dog,Neutered Male,1 year,Cairn Terrier Mix,Black/White
A689094,,29/09/2014 14:33,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby
A663436,Daria,31/10/2013 11:46,Adoption,,Dog,Spayed Female,2 years,Border Collie/Labrador Retriever,Chocolate
A702619,,16/05/2015 14:14,Transfer,Partner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown
A678060,,24/06/2014 15:54,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A683765,Macey,17/07/2014 14:57,Transfer,Partner,Dog,Spayed Female,3 years,Labrador Retriever Mix,Red
A705884,Georgina,10/07/2015 07:33,Euthanasia,Suffering,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black
A668341,,03/12/2013 15:46,Transfer,SCRP,Cat,Intact Female,3 months,Domestic Shorthair Mix,Blue
A706213,Graham,02/10/2015 17:10,Adoption,,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Black
A666977,Jeff,22/12/2013 18:21,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby
A678120,Mica,11/06/2014 13:47,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Black Tabby/White
A669549,Thomas,27/12/2013 12:29,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby/White
A696586,Gizmo,14/02/2015 15:06,Adoption,,Dog,Neutered Male,1 year,Australian Shepherd Mix,Brown
A665218,Crickett,20/10/2013 15:57,Transfer,Partner,Dog,Intact Female,6 months,German Shepherd,Brown/Black
A683656,,17/07/2014 16:57,Adoption,,Cat,Neutered Male,3 months,Snowshoe Mix,Lynx Point
A676663,Fred,16/02/2015 11:20,Return_to_owner,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Black/White
A685643,Lexus,14/08/2014 17:05,Adoption,,Cat,Spayed Female,3 months,Siamese Mix,Lynx Point
A676777,Remy,25/04/2014 11:14,Return_to_owner,,Dog,Spayed Female,2 years,Dutch Shepherd Mix,Brown Brindle
A689959,Izzy,13/10/2014 17:49,Return_to_owner,,Dog,Spayed Female,4 years,Boxer Mix,Fawn/White
A668961,,16/12/2013 17:20,Adoption,,Dog,Neutered Male,4 months,Cairn Terrier Mix,Brown
A666551,Clover,19/01/2014 11:02,Adoption,Offsite,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Torbie
A699999,Max,11/04/2015 18:20,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A711385,Devil,17/09/2015 19:41,Return_to_owner,,Dog,Neutered Male,7 months,Siberian Husky/German Shepherd,Sable
A676445,Pluto,21/04/2014 14:59,Transfer,Partner,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White
A693049,Snow,07/12/2014 17:49,Adoption,,Dog,Spayed Female,7 months,Boxer Mix,White/Black
A710874,,30/08/2015 08:34,Died,In Kennel,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Brown Tabby/White
A666099,Maggie Mae,09/12/2013 11:07,Transfer,Partner,Dog,Spayed Female,9 years,Labrador Retriever Mix,Yellow/White
A714005,Shelby,18/10/2015 19:46,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby/White
A719978,Meadow,01/02/2016 00:00,Adoption,,Cat,Spayed Female,2 months,Siamese Mix,Tortie Point
A688934,Dozer,02/02/2015 11:07,Return_to_owner,,Dog,Intact Male,1 year,Rottweiler Mix,Black/Tan
A685253,,04/08/2014 18:06,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black/White
A686140,Huggy Bear,21/08/2014 18:47,Adoption,,Dog,Spayed Female,10 months,German Shepherd/Border Collie,Black/White
A620531,Colt,21/02/2016 16:40,Return_to_owner,,Dog,Neutered Male,4 years,Pit Bull Mix,Yellow Brindle/Tan
A669874,Bella,05/01/2014 17:19,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown/Tan
A688031,,14/09/2014 09:00,Transfer,SCRP,Cat,Intact Male,1 year,Domestic Shorthair Mix,Orange Tabby
A713051,,02/10/2015 12:36,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Brown Tabby
A715025,Tino,01/11/2015 16:43,Return_to_owner,,Dog,Neutered Male,1 year,Labrador Retriever/Pit Bull,Chocolate/White
A716063,,18/11/2015 18:55,Adoption,,Dog,Neutered Male,1 year,Miniature Poodle Mix,White
A675430,Maggie,05/08/2014 12:09,Adoption,Foster,Dog,Spayed Female,4 years,Labrador Retriever/Pointer,Black/White
A706658,Bandit,06/07/2015 15:49,Transfer,Partner,Dog,Neutered Male,6 years,Chihuahua Shorthair Mix,Tricolor
A670253,,08/01/2014 18:48,Adoption,,Dog,Neutered Male,11 months,Australian Cattle Dog/Rat Terrier,Blue Tick/Tan
A694672,Xena,12/01/2015 14:04,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever,White/Tan
A702701,Pepper,16/01/2016 17:18,Return_to_owner,,Dog,Spayed Female,2 years,Miniature Pinscher Mix,Chocolate/Brown
A687698,Giant,20/09/2014 16:57,Return_to_owner,,Dog,Neutered Male,1 year,Labrador Retriever Mix,White
A705471,Jack,18/06/2015 11:23,Return_to_owner,,Dog,Neutered Male,2 years,Basset Hound/Labrador Retriever,Brown/White
A697352,Toto,22/02/2015 14:07,Return_to_owner,,Dog,Neutered Male,9 months,Chihuahua Shorthair/Miniature Pinscher,Brown
A717103,Herb,15/02/2016 14:49,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby
A672256,,12/02/2014 18:41,Transfer,Partner,Dog,Spayed Female,6 years,Dachshund Mix,Red
A691251,Bobby,05/11/2014 17:00,Adoption,,Dog,Spayed Female,3 years,Rat Terrier Mix,White/Brown
A696862,Sister,21/02/2015 13:16,Adoption,,Dog,Spayed Female,3 years,Bruss Griffon Mix,White/Brown
A676438,,10/04/2014 11:39,Transfer,Partner,Cat,Intact Female,1 week,Domestic Shorthair Mix,Blue Tabby
A679498,Teal,22/05/2014 17:57,Return_to_owner,,Cat,Neutered Male,5 years,Domestic Shorthair Mix,White
A689232,Duqueza,30/11/2014 17:55,Transfer,Partner,Dog,Spayed Female,1 month,German Shepherd Mix,Tricolor/White
A659951,Suzy,11/12/2013 13:20,Adoption,,Cat,Spayed Female,6 months,Domestic Longhair Mix,Black Smoke
A687502,,06/09/2014 09:00,Transfer,SCRP,Cat,Unknown,4 months,Domestic Shorthair Mix,Orange Tabby
A670751,,17/01/2014 18:26,Transfer,Partner,Dog,Neutered Male,1 year,Bruss Griffon,Tan
A670611,,17/01/2014 15:07,Adoption,,Dog,Spayed Female,5 years,Chihuahua Shorthair/Cairn Terrier,Brown/White
A708739,Loki,05/09/2015 12:49,Adoption,,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie/White
A670980,,22/01/2014 17:26,Euthanasia,Suffering,Dog,Intact Male,6 months,Pit Bull/Labrador Retriever,Black/White
A716369,Smalls,07/01/2016 17:09,Adoption,Foster,Dog,Neutered Male,2 months,Boxer Mix,Brown Brindle/White
A684156,Charlie,28/07/2014 15:27,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair Mix,Orange Tabby/White
A686303,Nitro,09/09/2014 14:02,Transfer,Partner,Dog,Neutered Male,11 months,Labrador Retriever/Border Collie,Chocolate/White
A683465,,21/07/2014 18:11,Transfer,Partner,Dog,Intact Male,3 weeks,Labrador Retriever Mix,White
A665625,Snickers,22/10/2013 16:38,Return_to_owner,,Dog,Neutered Male,1 year,Basset Hound Mix,Tricolor
A689635,,09/10/2014 09:00,Transfer,SCRP,Cat,Intact Female,4 months,Domestic Shorthair Mix,Black/White
A666264,Ash,01/11/2013 19:07,Adoption,,Dog,Intact Female,2 months,Australian Cattle Dog Mix,Red Tick/Brown Merle
A714421,Maddie,16/12/2015 00:00,Transfer,Partner,Dog,Intact Female,2 years,Doberman Pinsch Mix,Blue/Tan
A711065,Chico,12/09/2015 08:58,Transfer,Partner,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Buff
A704968,,11/06/2015 14:59,Transfer,Partner,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Orange/White
A719668,,14/02/2016 14:56,Died,In Kennel,Cat,Intact Female,4 months,Domestic Shorthair Mix,Blue Cream
A709507,,15/08/2015 15:12,Transfer,Partner,Dog,Spayed Female,1 year,Labrador Retriever Mix,Yellow
A710526,,24/08/2015 14:43,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Calico
A717757,,30/12/2015 12:46,Euthanasia,Suffering,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Tortie
A682759,,06/07/2014 08:44,Died,In Kennel,Cat,Intact Male,3 months,Domestic Shorthair Mix,Brown Tabby
A686576,,27/08/2014 16:04,Transfer,Partner,Dog,Spayed Female,2 years,Labrador Retriever Mix,Buff
A570181,Perlita,03/08/2014 17:58,Adoption,,Dog,Spayed Female,5 years,Cocker Spaniel Mix,Tan/White
A710521,Fred,29/10/2015 19:04,Euthanasia,Suffering,Cat,Intact Male,3 months,Domestic Shorthair Mix,Orange Tabby/White
A695818,Shadow,31/01/2015 16:42,Adoption,,Dog,Spayed Female,2 months,Boxer Mix,Black Brindle
A704768,Marsha,15/06/2015 15:38,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Tortie
A700883,,21/04/2015 15:30,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Brown Tabby
A713853,Elly,11/11/2015 20:06,Adoption,Foster,Cat,Intact Female,1 month,Domestic Shorthair Mix,Calico/White
A694312,,27/12/2014 12:12,Transfer,Partner,Dog,Intact Female,2 days,Pit Bull Mix,White/Chocolate
A672327,Scarlett,08/02/2014 12:44,Return_to_owner,,Dog,Spayed Female,13 years,Miniature Poodle Mix,White
A682628,Bernard,11/07/2014 18:18,Return_to_owner,,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Black/White
A712853,Elwood,29/11/2015 18:16,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A675469,,28/03/2014 10:17,Died,,Cat,Unknown,1 year,Domestic Shorthair Mix,White
A690047,Firulais,15/10/2014 16:41,Return_to_owner,,Dog,Neutered Male,1 year,Basset Hound/Pit Bull,White/Brown
A668522,Taquita,14/12/2013 19:01,Return_to_owner,,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Red
A678801,Max,18/05/2014 14:34,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A695005,,08/01/2015 09:00,Transfer,SCRP,Cat,Spayed Female,1 year,Russian Blue Mix,Blue
A707462,,20/07/2015 18:22,Adoption,,Dog,Spayed Female,5 months,Labrador Retriever/Pit Bull,Black/White
A664522,Lucy,29/10/2013 15:58,Transfer,Partner,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Yellow
A671749,,31/01/2014 14:39,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby
A712398,Miami,03/10/2015 17:42,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A690194,,16/10/2014 16:56,Transfer,Partner,Dog,Intact Female,1 month,Plott Hound Mix,Black/Brown Brindle
A700235,,10/04/2015 16:22,Transfer,Partner,Dog,Intact Male,2 days,Pit Bull Mix,White/Blue
A677872,Peanut,04/05/2014 17:51,Adoption,,Dog,Spayed Female,2 months,Border Terrier Mix,Tan/White
A706074,,25/06/2015 09:00,Transfer,SCRP,Cat,Unknown,10 months,Domestic Shorthair Mix,Black
A717778,Figaro,03/01/2016 18:08,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black/White
A696597,,09/02/2015 09:00,Transfer,SCRP,Cat,Unknown,2 years,Domestic Shorthair Mix,Brown Tabby/White
A711081,Spanky,21/09/2015 12:41,Transfer,Partner,Dog,Intact Male,3 years,Boxer Mix,Yellow Brindle
A717115,Ronaldo,08/12/2015 18:32,Return_to_owner,,Dog,Neutered Male,9 months,Pit Bull Mix,Blue/White
A717772,Socks,23/12/2015 18:53,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A689682,Magnus,14/10/2014 18:46,Adoption,,Dog,Neutered Male,1 year,Dachshund Longhair/Pembroke Welsh Corgi,Red
A711549,Mya,19/09/2015 17:07,Died,In Kennel,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Red/White
A684019,Toby,22/07/2014 17:48,Return_to_owner,,Dog,Neutered Male,4 years,Basset Hound Mix,White/Brown
A673329,,26/02/2014 18:51,Adoption,,Dog,Spayed Female,2 months,Carolina Dog Mix,Tan/White
A668342,Wilson,08/12/2013 14:31,Transfer,Partner,Cat,Neutered Male,2 months,Siamese/Domestic Shorthair,Lynx Point/Brown Tabby
A713529,Koda,12/10/2015 12:16,Transfer,Partner,Dog,Intact Male,4 months,Pointer Mix,Black/White
A689175,Daisy,12/10/2014 18:49,Adoption,,Dog,Spayed Female,3 years,German Shepherd Mix,Tan/Black
A700658,,22/04/2015 18:56,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Brown/White
